fold,test_year,recall,precision,f1,roc_auc,pr_auc,threshold,n_test,n_pos
1,2022,0.9737827715355806,0.5714285714285714,0.7202216066481995,0.8504646969066445,0.8364556030255247,0.17304925620555878,564,267
2,2023,0.9479166666666666,0.5858369098712446,0.7241379310344828,0.8099335748792271,0.8164775091188508,0.16284307837486267,564,288
3,2024,0.9848484848484849,0.5531914893617021,0.7084468664850136,0.8575631313131313,0.8532454038545292,0.16776593029499054,564,264
