fold,test_year,recall,precision,f1,roc_auc,pr_auc,threshold,n_test,n_pos
1,2022,0.8888888888888888,0.6,0.7164179104477612,0.6925925925925925,0.761336688868169,0.34210363030433655,47,27
2,2023,0.8888888888888888,0.6,0.7164179104477612,0.6583333333333333,0.7561673814281429,0.22491620481014252,47,27
3,2024,0.5454545454545454,0.5714285714285714,0.5581395348837209,0.64,0.6097598726225419,0.44686034321784973,47,22
